Index	text	level
25	Actief online leren in kleine groepen leidt tot betere leerprestaties Colleen Flaherty besteedt in InsideHigerEd aandacht aan een onderzoek waaruit blijkt dat docenten de leerprestaties, die vanwege ‘remote emergency teaching’ tijdens de coronacrisis onder druk staan, kunnen verbeteren door lerenden leerstof in kleine groepen te laten verwerken. Dit onderzoek kent trouwens nog meer interessante bevindingen. Opmerking vooraf: het onderzoek heeft betrekking op hoger onderwijs. De bevindingen zijn dus niet zo maar van toepassing op MBO, voortgezet onderwijs en primair onderwijs. Het Amerikaanse National Bureau of Economic Research concludeert op basis van eigen onderzoek dat studenten in het Corona-voorjaar substantieel slechter scoorden op gestandaardiseerde toetsen dan tijdens eerdere onderwijsperiodes. Alle demografische groepen hebben te leiden onder de snelle overstap naar ‘remote emergency teaching’. In ons land schijnen studenten aan universiteiten overigens niet slechter te scoren op toetsen (maar wel minder gelukkig te zijn). Docenten die studenten leerstof actief laten verwerken, kunnen de negatieve impact verminderen. Met name interactie tussen studenten, zoals ‘think-pair-share’ of werken aan uitdagende, conceptuele, vragen en problemen in kleine break-out rooms tijdens synchroon online leren, kan de effectiviteit van het onderwijs vergroten. Het actief werken in kleine groepen bevordert het expliciet opbouwen van banden tussen studenten, hetgeen zeer belangrijk is in een online omgeving. Docenten die al eerder ervaring hadden met online onderwijs behaalden betere resultaten met hun studenten dan docenten	B2+
26	Als gemeente heeft u belang bij gezonde burgers die aan de slag kunnen. Vanuit de Participatiewet zijn gemeenten verantwoordelijk voor mensen met arbeidsvermogen die ondersteuning nodig hebben, zoals statushouders. Ook vanuit de Wmo en de Wet publieke gezondheid kan de gemeente een stimulerende rol vervullen bij het vergroten van de zelfredzaamheid en vitaliteit van statushouders. Om statushouders zo snel mogelijk mee te kunnen laten doen, is het nodig dat de gemeente de regie neemt en vanaf het begin investeert in activering, participatie, inburgering, taal en gezondheid. In deze handreiking gebruiken we het begrip ‘participatie’ in de breedste zin van het woord. Het gaat om arbeid, maar ook om vrijwilligerswerk, het opdoen van vaardigheden door een stage of het volgen van een opleiding en het hebben van sociale contacten: kortom het op de een of andere manier meedoen en bijdragen aan de samenleving. Uit het WRR-rapport Geen tijd te verliezen weten we dat door gelijktijdig te werken aan huisvesting, taalverwerving, opleiding en werk, gemeenten eerder voortgang kunnen boeken bij de integratie van statushouders. Voorheen vonden deze trajecten vaak na elkaar plaats. Bij eerdere vluchtelingen hebben we veel tijd verloren laten gaan, waardoor het te lang duurde voordat ze voet aan de grond kregen op de Nederlandse arbeidsmarkt en actief konden participeren in de samenleving.	B2
27	"Elke minuut adem je ongeveer tien keer in en uit. Je ververst daarmee de lucht in je longen. De lucht die je uitademt bevat minder zuurstof en meer koolstofdioxide dan de buitenlucht. De zuurstof is gebruikt voor de oxidatie van organische stoffen (Kennisbank ""Oogsten van chemische energie""). Bij die oxidatie ontstaat koolstofdioxide en energie voor alle levensprocessen. Gaswisseling is het verschijnsel waarbij zuurstof en koolstofdioxide door het organisme met de omgeving worden uitgewisseld. Onder ademhaling verstaan we alle mechanismen die nodig zijn voor een doelmatige gaswisseling tussen cellen en omgeving. Om de gassen naar en van de cellen af te voeren is bij meercelligen ook een transport-stelsel ontstaan. Ademhaling en bloedsomloop zijn nauw met elkaar verbonden."	B2
28	Dieren hebben energie nodig om te kunnen leven. De energie halen ze uit hun eten. In alle lichaamscellen vindt verbranding plaats waarbij energie vrij komt. Daarvoor is wel voldoende zuurstof nodig. Dieren nemen zuurstof op met behulp van hun ademhalingsorganen. Je bekijkt de ademhaling van: Eéncelligen Sponzen, holtedieren en wormen Insecten Vissen Amfibieën Reptielen Vogels Zoogdieren Ééncelligen De kleinste dieren zijn maar één cel groot. Bij deze diertjes gaat heel snel zuurstof naar binnen via het celmembraan. Omdat een ééncellige snel kan uitdrogen leven deze diertjes altijd op vochtige plaatsen. Ze nemen de zuurstof op uit het water. Ze kunnen alleen zuurstof uit het water opnemen als de zuurstofconcentratie in het water hoger is dan de zuurstofconcentratie in hun lichaam. Bekijk het filmpje over pantoffeldiertjes op de website van SchoolTV. Sponzen, holtedieren en wormen De cellen van sponzen en holtedieren liggen dicht bij de buitenkant van hun lichaam. De huid van deze dieren is dun en vochtig. Bij sponzen en holtedieren halen adem door hun huid (huidademhaling). In het filmpje zie je dat de huid van de holtedieren maar uit enkele lagen cellen bestaat. De huid van wormen is dikker dan de huid van sponzen en holtedieren. Toch ademen wormen ook met hun huid.	B1
29	Ademhaling De cellen in je lichaam hebben voor de verbranding van voedingsstoffen zuurstof nodig. De zuurstof krijg je binnen door in te ademen. De lucht die je inademt, gaat via de neusholte, keelholte en luchtpijp naar je longen. De afvalstof koolstofdioxide die bij de verbranding ontstaat, adem je uit. Neusholte Lucht die door de neus wordt ingeademd stroomt minder snel dan lucht die door de mond gaat. Vuiltjes in de lucht blijven kleven aan de neusharen en slijmlaag in de neusholte. Keelholte Achter in de mond vind je de keelholte. In de keelholte bevindt zich ook het strottenhoofd: de ingang naar de slokdarm en de luchtpijp. In het strottenhoofd liggen de stembanden. Strottenklepje Het strottenklepje sluit luchtpijp af tijdens het slikken. Dat voorkomt dat er voedsel in de luchtpijp komt. Luchtpijp De luchtpijp is een stevige buis die bestaat uit kraakbeenringen. Long De longen bestaan uit longblaasjes. Om de longblaasjes lopen bloedvaatjes. De longblaasjes geven zuurstof af aan de bloedvaatjes en nemen koolstofdioxide op uit het bloed. Bronchiën De luchtpijp vertakt in de twee bronchiën. Die zorgen dat de lucht naar de longblaasjes vervoerd kan worden. Longblaasjes De bronchiën vertakken zich in de longen steeds verder en steeds kleiner. Aan de uiteinden van de allerkleinste takjes zitten de longblaasjes. Het zijn een soort zakjes waar gaswisseling plaatsvindt. 	B2+
30	Aelia Pulcheria (Constantinopel, 19 januari 399 – aldaar, 18 februari 453) was een dochter van de Oost-Romeinse keizer Arcadius en Aelia Eudoxia. In 450 na de dood van haar broer Theodosius II trouwt zij met Marcianus om de Theodosiaanse dynastie veilig te stellen. Zij speelde tijdens de eerste helft van de vijfde eeuw gedurende 35 jaar een voorname rol in de binnenlandse en religieuze politiek van het Oost-Romeinse rijk. Augusta Invloed op het beleid In 414 benoemde de Romeinse senaat Pulcheria bij het bereiken van haar volwassenheid op vijftienjarige leeftijd tot Augusta. Daarna fungeerde zij als voogd voor haar twee jaar jongere broer. Om te voorkomen dat ze gedwongen zou worden te trouwen legde zij een gelofte van maagdelijkheid af. Vanaf 416 was Theodosius in staat zelf te regeren, Pulcheria behield echter een sterke invloed op haar broer. Hoewel zij nog een jonge vrouw was deed zij in het politieke machtsspel niet onder voor veel oudere mannelijke tegenstrevers. In de senaat van Constantinopel stond een borstbeeld te harer ere naast dat van de andere Augusti.[1] Tijdens haar tijd als Augusta en haar broers keizerschap vonden er veel belangrijke gebeurtenissen plaats. De invloed van Pulcheria was echter het grootste op religieus gebied. Zij leunde sterk op de militaire macht van oorspronkelijk Germaanse officieren, vooral op de Alaan Aspar, die de rang van magister militum bereikte, en daarmee invloed kreeg op de keuze van een keizer.	C1
31	Artikel 2a.4 1 Een aanbestedende dienst of speciale-sectorbedrijf plaatst een concessieopdracht die betrekking heeft op een combinatie van werken of diensten waarop deel 2a van deze wet van toepassing is, overeenkomstig de bepalingen die gelden voor het hoofdvoorwerp van de desbetreffende opdracht. 2 In het geval van een gemengde concessieopdracht als bedoeld in het eerste lid, die ten dele betrekking heeft op sociale en andere specifieke diensten, genoemd in bijlage IV bij richtlijn 2014/23/EU en ten dele op andere diensten, wordt het hoofdvoorwerp bepaald door de hoogst geraamde waarde van de desbetreffende diensten. Artikel 2a.5 1 Dit artikel is van toepassing op opdrachten die zowel onderdelen omvatten waarop deel 2a van deze wet van toepassing is, als onderdelen waarop deel 2a van deze wet niet op van toepassing is. 2 Indien een opdracht als bedoeld in het eerste lid objectief gezien niet deelbaar is in verschillende onderdelen, gelden de bepalingen die van toepassing zijn op het hoofdvoorwerp van de desbetreffende opdracht. 3 Indien een opdracht als bedoeld in het vijfde lid zowel onderdelen bevat van een concessieopdracht als onderdelen van een overheidsopdracht waarop deel 2 van deze wet van toepassing is of onderdelen van een speciale-sectoropdracht waarop deel 3 van deze wet van toepassing is, wordt de gemengde opdracht gegund overeenkomstig de bepalingen van deel 2 respectievelijk deel 3 van deze wet.	C1
32	Trouwe lezer HJ wees ons op een leuk interview (de Volkskrant, 15 december) met Alexander Rinnooy Kan over allerhande belangrijke politieke zaken na het mislukken van het AOW-overleg. Maar hij vertelt ook iets over wiskunde: Zelf weet Rinnooy Kan als geen ander dat het verstandig is je te blijven ontwikkelen. De wiskundige verliet op zijn 41ste de wetenschap. De tragiek van de wiskundige is dat je vanaf je veertigste weinig nieuws meer kunt. Ik weet niet wat het precies is, maar je creativiteit, flexibiliteit of je vermogen slijt om lang en diep na te denken over abstracties. Het is een groot verdriet van menig wiskundige. Hoewel hij zich niet meer actief bezighoudt met wiskunde, heeft hij zijn passie ervoor behouden. Voor het eerst in het gesprek begint hij uitbundig te vertellen. G.H. Hardy schreef daar zo'n prachtig boekje over! Pas op zijn 60ste beseft hij dat zijn creativiteit aan het verdwijnen is. Hij vindt zijn leven zinloos geworden. Maar het kan ook anders. Hardy beschrijft een prachtige anekdote over de Indiase wiskundige Ramanujan, die op zijn sterfbed ligt. Wiskundigen zijn niet de makkelijkste praters, dus Hardy zegt dat hij in een taxi zat met een nummer waar hij echt niks bijzonders in kon ontdekken, ik meen 1789.	B2
33	Afweersysteem Om ons te beschermen hebben we een afweersysteem (immuunsysteem). Dat afweersysteem zorgt voor: - bescherming tegen ziekteverwekkers - afvoer van dode en beschadigde cellen - herkenning en verwijdering van abnormale cellen. Soms gaat er bij de afweer iets mis. Bij een auto-immuunziekte valt het lichaam eigen cellen aan. Suikerziekte(diabetes II), reuma en MS zijn voorbeelden. Een allergie is het resultaat van en ‘overdreven’ reactie van je lichaam op niet gevaarlijk stoffen. Hooikoorts en rode vlekken bij het dragen van zilveren sieraden wijzen op een allergie. Bij een ziekte zoals AIDS, die veroorzaakt wordt door het HIV, werkt een gedeelte van de afweer van het lichaam tegen een virus niet. Hierdoor wordt de patiënt vatbaar voor andere ziekteverwekkers.	B2
34	De capabilitybenadering benadrukt de regie van mensen over hun leven. De term actorschap is een vertaling van het Engelse begrip agency , dat verwijst naar de mens als een autonoom wezen dat meer of minder de gelegenheid heeft om de regie te voeren over het eigen leven. De persoon die als actor dat actorschap uitoefent, doet dat in een doelgericht proces waarin de beschikbare mogelijkheden worden omgezet in functioneren. We kunnen daarmee de ‘eigen regie’ van iemand voor een belangrijk deel beschrijven als het kunnen maken van autonome keuzes uit de verschillende alternatieve mogelijkheden die de persoon ter beschikking staan. Agency (actorschap)Alkire en Deneulin (2009) beschrijven de term agency als de mogelijkheid van een persoon om bepaalde doelen na te streven die voor die voor hem of haar van waarde zijn. Sen (1999) spreekt van een actor die handelt en verandering teweegbrengt. Zoals al eerder aangegeven, kiezen mensen voor verschillende soorten van functioneren die voor hen van waarde zijn. Het begrip actorschap verwijst naar het handelen door de actor dat nodig is om de verschillende soorten van functioneren (doen en zijn) te realiseren. De termen actorschap en agency maken van de capabilitybenadering een relevante benadering voor het sociale-agogische domein . Immers, door middel van hun professionele handelen (agency) streven sociaal-agogen naar veranderingen die gericht zijn op het vergroten van de (autonome) keuze- en handelingsmogelijkheden van mensen om daarmee het actorschap van mensen te bevorderen.	C1
35	Een agent in de Amerikaanse staat Ohio is geschorst na de dood van een zwarte man in de stad Columbus. Die werd in de nacht van maandag op dinsdag doodgeschoten door de politie. Een inwoner van de stad had de politie gebeld om te klagen over het gedrag van de 47-jarige man. Hij zat geruime tijd in zijn auto en zette die herhaaldelijk aan en uit, aldus de politie. Bij aankomst vonden agenten de man in een garage. Uit beelden van bodycams valt volgens de politie op te maken dat hij op agenten afliep met een mobiele telefoon in zijn linkerhand. Zijn rechterhand was niet te zien. Een agent schoot op de man, die gewond raakte en korte tijd later stierf in het ziekenhuis. In de buurt van het slachtoffer werd geen wapen gevonden. Bodycam stond niet aan Agenten zetten hun bodycams pas vlak na het incident aan. Omdat de 60 seconden voor het aanzetten van de bodycams automatisch worden opgenomen, zijn er toch beelden beschikbaar. Wat er is gezegd is niet duidelijk, omdat alleen video automatisch wordt geregistreerd. De Democratische burgemeester van Columbus noemt het onacceptabel dat de camera's niet aanstonden. Omdat het geen spoedmelding was voor de politie, waren ook de dashboardcamera's van de politieauto niet geactiveerd. De politieman blijft geschorst tot het onderzoek naar het schietincident is afgerond. Het is de tweede keer deze maand dat in Columbus een	B1+
36	Over de ziekte aids bestaan veel misverstanden. Sommige mensen denken dat je besmet kunt raken door iemand een hand te geven. Anderen denken dat het een ziekte is die alleen bij homoseksuelen voorkomt. Maar wist je dat zelfs baby’s besmet kunnen zijn? Hiv-virus Hiv is een virus. Een virus is een heel klein organisme (levend deeltje). Een virus heeft lichaamsstoffen nodig om te kunnen groeien. Het virus zoekt een cel op om in te wonen. Daar verdubbelt hij zich telkens. Het virus wordt groter. Dan kan de cel gaan barsten omdat hij te vol zit. Dit is niet goed voor je lichaam. Het ene virus is gevaarlijker dan het andere virus. Als je verkouden bent of griep hebt, komt dat door een virus. Maar zo’n virus is lang niet zo gevaarlijk als het hiv-virus. Door dat virus krijg je aids. Iemand die besmet is met het hiv-virus noem je seropositief. Immuunsysteem Hiv is een afkorting voor: Human Immunodeficiency Virus. Je lichaam heeft een immuunsysteem. Dit dient als afweer tegen virussen en andere ziekmakers. Je noemt het ook wel het afweersysteem. Het probeert ervoor te zorgen dat jij niet ziek wordt. Maar als je besmet bent met het hiv-virus werkt de afweer in je bloed niet meer goed en wordt je immuunsysteem aangetast. Je wordt dan veel sneller ziek.	B1+
