index	original
598	Niet iedereen is daar blij mee.
599	De Ronde van Frankrijk zou eerst plaatsvinden van 27 juni tot en met 19 juli.
600	Maar door het corona-virus kan dat niet.
601	Veel mensen bij elkaar brengen is dan nog te gevaarlijk.
602	Maar de Tour is een zaak van veel geld.
603	Dus zochten de bazen een andere datum.
604	De renners zullen nu door Frankrijk rijden van 29 augustus tot 20 september.
605	Het wereldkampioenschap volgt meteen daarna, van 20 tot 27 september.
606	De ronde van Italië verhuist naar oktober en de ronde van Spanje naar november.
607	Dokters maken zich zorgen over de nieuwe data.
608	Vooral de Tour vinden ze te vroeg.
609	Een besmette renner of een besmette fan kan een grote nieuwe uitbraak veroorzaken.
610	Zeker 11 wolven leefden het voorbije jaar in ons land.
611	Dat is duidelijk na het nieuws uit Wallonië.
612	Onderzoekers ontdekten daar nieuwe wolven.
613	In Vlaanderen werden al vijf wolven gezien.
614	De bekendste is Naya.
615	Die werd door een mens gedood in 2019.
616	In Wallonië leven wellicht zes van die dieren.
617	Alle wolven in Wallonië waren mannetjes.
618	Maar nu kwam er een wolvin bij.
619	Dat was bijna 200 jaar geleden.
620	De wolvin leeft samen met een wolf.
621	Mogelijk krijgen ze snel jongen.
622	Onderzoekers proberen dat te volgen.
623	Bijzonder is de afkomst van de wolven.
624	Sommige dieren komen uit Duitsland en Polen.
625	Anderen komen uit Frankrijk.
626	Toch voelen ze zich hier thuis.
627	Hoe wordt het leven weer normaal na de corona-crisis?
628	Daarvoor maakte de Nationale Veiligheidsraad een plan.
629	De voorstelling was vorige vrijdag.
630	Maar meteen zijn er al veel problemen.
631	Op 4 mei mogen bedrijven weer opengaan.
632	Vanaf die dag zijn mondmaskers verplicht op het openbaar vervoer.
633	Maar niet elke Belg kan tegen die datum een gratis mondmasker krijgen.
634	Veel Belgen zullen dat zelf moeten maken.
635	Vanaf 11 mei mogen alle winkels weer open.
636	Kan dat wel?
637	Volgens wetenschappers zijn er nog te veel mensen in de ziekenhuizen.
638	Dat cijfer moet dalen onder 100 nieuwe zieken per dag.
639	Anders is 11 mei niet haalbaar.
640	De wetenschappers kiezen liever voor 18 mei.
641	Ook de leerlingen van het 6de middelbaar mogen weer naar school.
642	Want wat als de andere leerjaren later daarbij komen?
643	Kunnen de scholen dat vanaf 18 mei aan, samen met lesgeven?
644	Sinds vorige week ziet de quiz ‘Blokken’ er een beetje anders uit.
645	Twee kandidaten spelen het spel tegen elkaar.
646	Dat doen ze normaal in de studio.
647	Maar dat gaat nu even niet.
648	Want de kandidaten moeten nu ook in hun eigen huis blijven.
649	Presentator Ben Crabbé praat dus tegen twee schermen in de studio.
650	Daarop kan je de kandidaten zien.
651	Maar nu maken ze hun nest in onze streken.
652	Ze vinden hier ook weer volop voedsel.
653	Maar af en toe lusten ze ook een grotere hap.
654	Het grootste deel van de ooievaarskolonie is al teruggekeerd.
655	Maar ze is nog niet helemaal volledig.
656	Verwacht wordt dat begin volgende maand alle vogels terug zijn, ook de dieren die helemaal naar Afrika vlogen.
657	In 47 nesten liggen nu al eieren.
658	Klik dan op de volgende pagina.
659	Voor moslims begint de ramadan bijna.
660	Dat is de maand van vasten.
661	Die start dit jaar op 24 april.
662	Moslims mogen dan overdag niet eten en drinken.
663	De regels zijn dit jaar een beetje anders.
664	De raad voor moslims besliste dat.
665	Dat mag nu niet door het coronavirus.
666	Werken moslims in diensten voor zorg?
667	Dan mogen ze overdag wel eten en drinken.
668	De Ronde van Frankrijk gaat door.
669	Dat beslisten de bazen van de Ronde.
670	De renners moesten rijden van 27 juni tot 19 juli.
671	Door het coronavirus gaat dat niet.
672	Daarom zullen ze fietsen van 29 augustus tot 20 september.
673	Veel dokters vinden dat geen goed idee.
674	De Ronde brengt veel renners en fans samen.
675	Wat als iemand besmet is met corona?
676	In dierenpark Pairi Daiza werden twee dieren geboren.
677	Het zijn gouden takins.
678	Die dieren zijn erg zeldzaam.
679	Volwassen gouden takins zijn zo groot als een koe.
680	Ze zijn heel sterk.
681	In het wild leven ze in de Qin-bergen in China.
682	Hun gebied daar wordt steeds kleiner.
683	De dieren zijn met uitsterven bedreigd.
684	Daarom is de geboorte heel goed nieuws.
685	Pairi Daiza heeft nu zeven gouden takins.
686	Er liggen minder mensen in het ziekenhuis door corona.
687	Gisteren waren het er 4.871.
688	Voor het eerst sinds eind maart zijn het er minder dan 5.000.
689	Er komen wel nog altijd zieken bij.
690	De overheid telde gisteren 1.313 nieuwe besmette mensen.
691	Al zeker 38.496 Belgen kregen corona.
692	Wellicht zijn het er nog veel meer.
693	Alleen erg zieke mensen krijgen een test.
694	Gisteren stierven 230 mensen door corona.
695	Dat zijn er opnieuw minder dan een dag eerder.
696	Fans van ‘Thuis’ zullen deze week de laatste aflevering van dit seizoen zien.
697	De tv-reeks stopt dit jaar op 24 april.
698	Dat is veel vroeger dan normaal.
699	De opnames liggen al een tijd stil.
700	Daarom komen er voorlopig geen nieuwe afleveringen.
701	De makers konden ‘Thuis’ nog tot vrijdag laten lopen.
702	Dan is er nog een aflevering met veel spanning.
703	Wanneer gaat de reeks verder?
704	Dat is nog niet duidelijk.
705	Betalen met de kaart zonder je code in te toetsen kan nu tot 50 euro.
706	Voordien was dat 25 euro.
707	Door de regels tegen corona nemen winkels geen cash meer aan.
708	Op briefjes en munten kan het virus zitten.
709	Met je kaart van de bank betalen kan wel.
710	Maar veel mensen raken dat toestel aan.
711	Daarom kan je beter je kaart tegen het toestel houden.
712	Zo kon je tot 25 euro betalen.
713	Vaak moeten mensen meer betalen.
714	Daarom kan het nu tot 50 euro.
715	Komt er een nieuwe golf van corona?
716	Die kans bestaat zeker.
717	De overheid wil dat voorkomen.
718	Dat besliste ze vorige vrijdag.
719	Strengere regels komen er niet.
720	Want geen land in Europa is strenger.
721	Maar het kan altijd beter.
722	En dat kan met meer controle.
723	De politie doet veel van die controles.
724	Die gebeuren op de trein, tram en bus.
725	Maar ook in de auto en bij winkels.
726	Ook bedrijven krijgen controles.
727	Zij moeten hun werknemers thuis laten werken.
728	Er stierven 303 mensen door corona.
729	Al 3.903 Belgen overleden door het virus.
730	Vier op de tien overleden in een woonzorg-centrum.
731	Er moesten 310 mensen door corona naar het ziekenhuis.
732	Dat is het laagste aantal in bijna drie weken.
733	Maar dokters zeggen dat we moeten opletten.
734	We moeten de regels blijven volgen.
735	Vorig weekend was het mooi weer.
736	Daardoor raakten wellicht veel mensen besmet.
737	Dat zullen we pas merken binnen 10 tot 14 dagen.
738	Het corona-virus maakte opnieuw 283 doden.
739	Dat laat de overheid weten.
740	Samen overleden al meer dan 2.500 mensen aan corona.
741	Veel aandacht gaat naar de ziekenhuizen.
742	Sinds gisteren kwamen er opnieuw 459 mensen ziek binnen.
743	Maar de vertrekkers uit het ziekenhuis waren met meer.
744	De mensen in het ziekenhuis met corona dalen dus verder.
745	De ziekenhuizen maakten in totaal al meer dan 5.100 mensen gezond.
746	Er vielen al meer dan 2.000 doden door corona.
747	Dat zeggen de wetenschappers van de overheid.
748	Ze telden 162 nieuwe overlijdens.
749	Daarbij komen nog 250 mensen uit rusthuizen.
750	Zij overleden de voorbije week.
751	De vele doden zijn niet vreemd.
752	Elke dag komen er zieken met corona bij.
753	De zieken genezen duurt enkele weken.
754	Er is ook goed nieuws uit de ziekenhuizen.
755	Sinds gisteren kwamen daar 314 mensen met corona bij.
756	Dat getal daalt nu al twee dagen na elkaar.
757	Zoals elke dag gaf de overheid cijfers over corona.
758	Nog steeds maakt het virus veel doden.
759	De afgelopen dag stierven 164 mensen.
760	De volgende dagen zal dat aantal wellicht nog stijgen.
761	Nog eens 499 mensen liggen nu in het ziekenhuis.
762	Er is gelukkig ook een beetje goed nieuws.
763	Er zijn nu meer mensen naar huis dan dat er in het ziekenhuis liggen. 504 mensen mochten gisteren terug naar huis.
764	Het aantal nieuwe zieken blijft al dagen ongeveer gelijk.
765	Dat toont dat regels van de overheid werken.
766	Maar nu moeten we ze wel heel goed blijven volgen.
767	Pas dan zal het aantal dalen.
768	De Belgen moeten alvast thuisblijven tot 19 april.
769	Dat is de nieuwe boodschap van de overheid.
770	De Veiligheidsraad van de regering besliste dat.
771	Daarmee verlengt de strijd tegen het corona-virus met twee weken.
772	Eerder nam de overheid strenge maatregelen tegen het virus tot 3 april.
773	Dat is duidelijk niet genoeg.
774	Elke dag zijn er nog steeds veel nieuwe zieken en doden.
775	De top van de besmettingen is dus nog niet bereikt.
776	Verandert er iets aan de maatregelen?
777	Nee, die worden niet nog strenger.
778	Mensen moeten vooral thuisblijven.
779	De meeste mensen moeten thuiswerken.
780	Verplaatsen mag enkel voor wat echt nodig is.
781	Denk aan gaan naar de winkel en naar de dokter.
782	Enkel winkels van voeding en apotheken blijven open.
783	Scholen geven geen les.
784	Zijn de maatregelen tegen 19 april nog niet genoeg?
785	Dan kunnen ze verlengd worden tot 3 mei.
786	Er komt een vierde reeks van het tv-programma ‘Down the Road’.
787	Eén bekend.
788	In het programma gaan mensen met het syndroom van Down op reis.
789	Dieter Coppens gaat ook mee.
790	In reeks vier reist hij weer samen met de deelnemers uit de eerste reeks.
791	Samen gingen ze naar Lapland.
792	Dat is een heel koude streek in Finland.
793	Wanneer de reeks op tv komt, is nog niet zeker.
794	De Verenigde Naties (VN) willen vrede in de wereld.
795	Zeker nu met corona of covid-19.
796	Dat is een dodelijk virus.
797	Het treft veel landen.
798	António Guterres is baas van de VN.
799	Hij heeft een oproep voor legers en groepen strijders.
800	De uitleg is eenvoudig.
801	Het virus treft wie zwak en kwetsbaar is.
802	Dat zijn zieken en gewonden.
803	Maar ook mensen op de vlucht.
804	Zeker nu kunnen we oorlog wel missen.
805	De strijd tegen corona is het belangrijkst.
806	Dat kan duizenden levens sparen.
807	Fans van voetbal treuren.
808	Het tornooi Euro 2020 komt er pas in de zomer van 2021.
809	Dat besliste de voetbalbond UEFA.
810	De oorzaak is het corona-virus.
811	Het corona-virus legt nu in veel landen het voetbal voor weken stil.
812	Dat heeft grote gevolgen.
813	Ploegen moeten veel wedstrijden later inhalen.
814	Zo de spelers nooit klaar tegen 12 juni.
815	Dan zou Euro 2020 starten.
816	De eerste wedstrijd van Euro 2020 was zelfs in Rome.
817	Dat is de hoofdstad van Italië.
818	En dat land wordt nu zwaar getroffen door het virus.
819	Alle landen van de bond UEFA kwamen samen.
820	Ze bekeken problemen en oplossingen.
821	Ze verschuiven Euro 2020 naar de zomer van volgend jaar.
822	Euro 2020 wordt zo Euro 2021.
823	En wat met de Ronde van Frankrijk?
824	En de Olympische Spelen?
825	Dat is nog niet bekend.
826	Volgens plan zijn die grote feesten ook deze zomer.
827	Blijf thuis tot 5 april.
828	Ze gelden zeker tot 5 april.
829	Vanaf woensdag 18 maart zijn de regels nog strenger .
830	Daarom zijn er strenge maatregelen.
831	Dit duurt zeker tot 3 april.
832	Steven Van Gucht is viroloog.
833	Hij geeft vaak uitleg over corona.
834	Dat doet hij in de krant, op de radio en op tv.
835	Zijn taal is duidelijk.
836	Daarom wint hij de Wablieft-prijs van 2020.
837	Ik ben heel blij met de prijs.
838	Moet je moeilijke zaken uitleggen?
839	En moet die uitleg heel duidelijk zijn?
840	Dan moet je de zaken zelf goed begrijpen.
841	Deze week zijn er in ons land zeker 1.000 Belgen besmet.
842	Voorlopig kunnen de ziekenhuizen dat aan.
843	Dan zou een groter ramp wel moeten uitblijven.
844	Zo kunnen jullie in contact blijven met elkaar.
845	Op dinsdag en woensdag van 10 tot 11 gaat de picto chat open.
846	Op maandag, dinsdag, woensdag en donderdag van 14 tot 15 u gaat de tekst chat open.
847	Zo wil Italië de verspreiding van het coronavirus tegen houden.
848	Enkel met een goede reden mag je buiten komen.
849	De winkels blijven wel open.
850	Ons land raadt af naar Italië te reizen.
851	Vrijdag 13 maart 2020 is het Pyjamadag.
852	Je mag dan in pyjama of onesie naar school gaan.
853	Zo steun je alle zieke kinderen die niet naar school kunnen.
854	Bednet zorgt voor zieke kinderen.
855	Zij kunnen lange tijd of regelmatig niet naar school.
856	Van thuis uit kunnen zij live de les volgen in hun eigen klas!
857	Zo blijven ze mee met de leerstof.
858	En ze horen en zien hun vrienden via het computerscherm.
859	Leuk toch!?
860	Kom jij vrijdag 13 maart 2020 ook in pyjama naar school?
861	Maar dat doet hij niet.
862	Rebellen en smokkelaars maken de streek onveilig.
863	Daarom probeert hij een ziekenhuis te bouwen.
864	Bij een marathon lopen atleten ruim 42 kilometer.
865	Abdi is de snelste Belg op die afstand.
866	Hij liep in Tokio een nieuw Belgisch record.
867	Abdi deed er 2 uur en bijna 5 minuten over.
868	Zijn vorige record was 2 uur en ruim 6 minuten.
869	Abdi is nu de tweede snelste Europeaan op die afstand.
870	Abdi werd geboren in Somalië.
871	Hij woont nu al lang in Gent.
872	Het is een topatleet voor België.
873	Mogelijk komt er een film van de tv-reeks ‘W817’.
874	Dat lees je als ‘Wacht eens even’.
875	De reeks was van 1999 tot 2003 te zien op Ketnet.
876	Nu kan je nog altijd herhalingen zien.
877	En daarom willen de acteurs nu een film maken.
878	Die zal ‘8eraf’ heten.
879	Maar de film komt er alleen als 50.000 mensen vooraf een kaartje kopen.
880	Een kaartje kopen kan op kinepolis.be.
881	Tom Boonen was vroeger wereldkampioen wielrennen.
882	Drie jaar geleden stopte hij als prof.
883	Nu maakte hij een programma voor tv-zender Eén.
884	Dat heet ‘Tom fietst’.
885	Wablieft: Wilde je altijd al tv maken?
886	Tom Boonen : Nee, zeker niet.
887	Vroeger kwam ik door mijn sport veel op tv.
888	Maar op tv komen was nooit een doel voor mij.
889	Door dit programma ontmoette ik heel boeiende mensen.
890	Daarom wilde ik het maken.
891	In Kopenhagen ging je fietsen met bejaarden?
892	Ja, dat was heel leuk.
893	Die mensen praatten de hele tijd door.
894	Maar soms waren ze ook een uur lang stil.
895	Dan zat iedereen te genieten op de fiets.
896	Het programma begint om 20.40 uur.
897	Koning Filip is jarig op 15 april.
898	Hij wordt dan 60 jaar.
899	De koning geeft een feest op 16 mei.
900	Inschrijven kan niet meer.
901	Het feest is al volzet.
902	We zijn allemaal anders.
903	Maar samen kerst vieren, willen we allemaal.
904	Dit jaar zal dat door corona anders zijn.
905	Kijk jij mee?
906	Gert Verhulst stopt met ‘Samson en Gert’.
907	Zijn laatste optreden is op 19 april.
908	Tot die dag speelt Gert nog shows met Samson.
909	Op 19 april is het helemaal gedaan.
910	Gert en Samson nemen afscheid na meer dan 30 jaar.
911	Ze deden meer dan 10.000 optredens.
912	Het coronavirus is nu in bijna heel de wereld.
913	Ook in Europa.
914	De meeste Europese besmettingen zijn in Italië.
915	Ook enkele Belgen hebben het virus.
916	Maandagmiddag 2 maart 2020 waren er acht besmettingen.
917	Eén man mocht eerder al naar huis.
918	Paniek is niet nodig.
919	Heb je plots koorts?
920	Denk je dat je griep hebt?
921	Ga dan niet naar school.
922	Blijf thuis en bel de dokter.
923	Uit dierenpark Planckendael ontsnapten 18 vogels.
924	Het zijn zeevogels uit Zuid-Amerika.
925	Ze ontsnapten door een gat in een net.
926	De vogels zijn niet gevaarlijk.
927	Ze zijn wel snel bang.
928	De vogels zijn graag bij water.
929	Het dierenpark ligt naast een rivier in Mechelen.
930	Zitten de vogels daar?
931	Je mag de vogels niet zelf vangen.
932	Awel is een hulplijn voor kinderen en jongeren.
933	Die kreeg vorig jaar minder oproepen.
934	Want jongeren bellen en mailen minder naar Awel.
935	Jongeren chatten liever met Awel.
936	Maar vaak krijgen de oproepen geen antwoord.
937	Want er zijn te veel oproepen.
938	Heb je als kind of jongere een probleem?
939	Dan kan je gratis bellen naar 102.
940	De jonge Belg werd zo de nieuwe leider.
941	Hij is de wereldkampioen tijdrijden.
942	Hij kreeg in België meteen de trofee van Sportman van het Jaar.
943	Wat wint hij nog allemaal?
